Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT)
06/02/2005,00.00.00,1.8,963.0,-200.0,4.7
18/01/2005,06.00.00,0.9,950.0,-200.0,3.5
29/01/2005,11.00.00,1.1,888.0,-200.0,3.0
21/01/2005,11.00.00,4.2,1440.0,-200.0,20.5
28/04/2004,14.00.00,3.2,1416.0,511.0,21.9
29/04/2004,03.00.00,0.4,898.0,76.0,2.3
27/04/2004,22.00.00,1.8,1078.0,137.0,8.8
12/07/2004,21.00.00,1.5,904.0,-200.0,7.5
26/08/2004,08.00.00,2.6,-200.0,-200.0,-200.0
20/06/2004,00.00.00,2.3,-200.0,-200.0,-200.0
16/03/2004,20.00.00,3.2,1474.0,230.0,15.8
03/08/2004,03.00.00,-200.0,838.0,-200.0,1.7
25/12/2004,13.00.00,5.5,1609.0,-200.0,18.1
21/11/2004,13.00.00,1.9,1100.0,-200.0,11.2
23/11/2004,19.00.00,11.9,2008.0,-200.0,50.6
30/12/2004,08.00.00,-200.0,975.0,-200.0,6.2
10/03/2005,02.00.00,1.1,1034.0,-200.0,4.1
06/01/2005,12.00.00,1.6,1124.0,-200.0,5.9
23/08/2004,17.00.00,1.5,922.0,-200.0,7.5
26/12/2004,20.00.00,3.8,1408.0,-200.0,13.1
17/07/2004,17.00.00,1.6,1100.0,-200.0,9.4
11/12/2004,07.00.00,1.2,955.0,-200.0,5.2
24/06/2004,01.00.00,1.5,1054.0,-200.0,8.6
13/11/2004,20.00.00,2.3,1075.0,-200.0,9.1
18/12/2004,23.00.00,2.3,993.0,-200.0,11.4
20/01/2005,13.00.00,2.6,1117.0,-200.0,12.6
30/09/2004,10.00.00,-200.0,1459.0,-200.0,22.2
04/01/2005,22.00.00,2.4,-200.0,-200.0,-200.0
30/04/2004,11.00.00,2.6,1332.0,166.0,12.9
07/05/2004,22.00.00,2.0,1027.0,-200.0,7.7
11/02/2005,03.00.00,1.6,-200.0,-200.0,-200.0
24/01/2005,04.00.00,-200.0,831.0,-200.0,1.0
13/12/2004,03.00.00,1.3,882.0,-200.0,2.4
27/03/2004,01.00.00,1.0,940.0,57.0,3.2
07/06/2004,08.00.00,4.3,1201.0,-200.0,25.0
04/12/2004,15.00.00,2.6,1187.0,-200.0,9.6
05/03/2005,02.00.00,1.7,1000.0,-200.0,4.0
09/06/2004,01.00.00,1.0,934.0,-200.0,7.5
11/08/2004,19.00.00,1.7,1100.0,-200.0,10.1
06/06/2004,12.00.00,0.8,773.0,-200.0,3.4
05/09/2004,21.00.00,1.6,988.0,-200.0,7.0
20/11/2004,18.00.00,4.6,1252.0,-200.0,22.3
26/01/2005,12.00.00,0.1,858.0,-200.0,2.7
17/11/2004,07.00.00,1.2,929.0,-200.0,4.0
04/08/2004,19.00.00,-200.0,1078.0,-200.0,8.0
05/03/2005,03.00.00,1.5,1041.0,-200.0,4.4
23/01/2005,11.00.00,-200.0,1066.0,-200.0,7.3
06/10/2004,13.00.00,-200.0,1391.0,-200.0,18.3
01/09/2004,22.00.00,1.7,1031.0,-200.0,9.5
07/07/2004,16.00.00,1.8,1098.0,-200.0,10.8
22/08/2004,15.00.00,-200.0,711.0,-200.0,2.8
28/08/2004,03.00.00,0.6,835.0,-200.0,3.8
25/02/2005,07.00.00,1.4,1072.0,-200.0,6.1
24/05/2004,15.00.00,1.2,895.0,-200.0,7.5
27/02/2005,21.00.00,1.5,895.0,-200.0,3.1
28/04/2004,19.00.00,5.4,1724.0,816.0,28.3
21/08/2004,17.00.00,-200.0,830.0,-200.0,3.7
13/10/2004,07.00.00,-200.0,925.0,-200.0,5.8
15/02/2005,20.00.00,3.1,1149.0,-200.0,14.2
24/12/2004,23.00.00,5.2,-200.0,-200.0,-200.0
30/05/2004,10.00.00,0.4,844.0,-200.0,3.7
14/06/2004,10.00.00,1.5,962.0,-200.0,7.0
02/04/2005,03.00.00,0.5,820.0,-200.0,1.4
11/03/2005,10.00.00,3.0,1415.0,-200.0,19.3
11/11/2004,14.00.00,3.9,1252.0,-200.0,18.0
01/04/2005,18.00.00,1.6,928.0,-200.0,5.5
19/10/2004,22.00.00,-200.0,1369.0,-200.0,20.3
19/12/2004,14.00.00,3.0,1228.0,-200.0,12.5
02/08/2004,11.00.00,1.9,1113.0,-200.0,11.0
24/04/2004,08.00.00,2.5,1311.0,305.0,15.0
24/02/2005,19.00.00,4.0,1375.0,-200.0,17.7
16/05/2004,10.00.00,2.0,1053.0,-200.0,9.8
18/12/2004,15.00.00,0.6,699.0,-200.0,2.4
05/08/2004,21.00.00,-200.0,1002.0,-200.0,5.4
02/04/2004,16.00.00,2.6,1248.0,297.0,13.6
28/08/2004,04.00.00,0.6,792.0,-200.0,2.5
28/04/2004,01.00.00,1.0,953.0,86.0,4.4
21/02/2005,07.00.00,1.2,1054.0,-200.0,5.5
17/03/2004,11.00.00,2.9,1438.0,200.0,15.4
20/01/2005,14.00.00,3.0,1094.0,-200.0,14.3
18/12/2004,09.00.00,3.2,1256.0,-200.0,16.1
12/11/2004,21.00.00,3.8,1165.0,-200.0,12.6
24/02/2005,22.00.00,2.4,1170.0,-200.0,8.4
21/08/2004,11.00.00,-200.0,814.0,-200.0,3.1
11/03/2004,01.00.00,1.0,1136.0,31.0,3.3
06/09/2004,12.00.00,1.3,943.0,-200.0,5.3
02/07/2004,02.00.00,1.5,1024.0,-200.0,7.6
15/11/2004,15.00.00,1.7,862.0,-200.0,6.7
04/12/2004,16.00.00,2.5,1116.0,-200.0,7.1
04/05/2004,05.00.00,0.6,967.0,-200.0,2.9
19/02/2005,19.00.00,2.5,1204.0,-200.0,10.0
30/03/2004,19.00.00,2.7,1334.0,301.0,11.9
21/10/2004,08.00.00,3.6,1440.0,-200.0,24.3
15/06/2004,10.00.00,2.1,1037.0,-200.0,11.9
28/09/2004,23.00.00,1.1,930.0,-200.0,5.7
08/06/2004,09.00.00,5.0,1346.0,-200.0,27.1
13/05/2004,04.00.00,-200.0,792.0,-200.0,1.0
31/12/2004,05.00.00,-200.0,753.0,-200.0,0.4
29/09/2004,18.00.00,5.6,1440.0,-200.0,31.0
12/09/2004,19.00.00,-200.0,1363.0,-200.0,12.6
06/01/2005,01.00.00,1.7,1064.0,-200.0,5.4
28/04/2004,07.00.00,5.5,1689.0,754.0,30.4
13/07/2004,23.00.00,1.9,971.0,-200.0,11.0
04/06/2004,08.00.00,-200.0,971.0,-200.0,10.0
26/04/2004,15.00.00,1.4,981.0,107.0,6.0
23/10/2004,18.00.00,4.0,1475.0,-200.0,21.0
14/10/2004,14.00.00,-200.0,1141.0,-200.0,12.0
11/03/2004,22.00.00,1.5,965.0,61.0,4.7
07/06/2004,15.00.00,2.8,1054.0,-200.0,16.5
23/01/2005,15.00.00,-200.0,1138.0,-200.0,9.0
30/09/2004,03.00.00,-200.0,827.0,-200.0,1.9
22/12/2004,07.00.00,0.9,932.0,-200.0,3.8
09/06/2004,19.00.00,4.6,1357.0,-200.0,25.6
28/10/2004,08.00.00,4.4,1401.0,-200.0,25.8
29/09/2004,12.00.00,3.4,1286.0,-200.0,19.6
07/12/2004,01.00.00,1.4,987.0,-200.0,5.5
06/09/2004,00.00.00,1.3,957.0,-200.0,4.1
01/06/2004,10.00.00,1.8,1182.0,-200.0,12.0
04/08/2004,22.00.00,-200.0,987.0,-200.0,5.5
08/10/2004,13.00.00,3.6,1400.0,-200.0,21.2
09/11/2004,22.00.00,1.5,962.0,-200.0,5.3
04/06/2004,02.00.00,-200.0,853.0,-200.0,4.5
03/05/2004,10.00.00,2.5,1222.0,-200.0,12.9
22/11/2004,10.00.00,3.1,1394.0,-200.0,63.7
01/08/2004,01.00.00,1.8,1065.0,-200.0,9.8
22/12/2004,02.00.00,1.3,902.0,-200.0,5.0
15/10/2004,00.00.00,-200.0,1062.0,-200.0,7.7
08/08/2004,08.00.00,1.0,921.0,-200.0,4.5
05/04/2004,21.00.00,2.0,1243.0,178.0,8.7
15/09/2004,12.00.00,-200.0,1361.0,-200.0,21.0
08/06/2004,08.00.00,5.8,1377.0,-200.0,36.1
26/09/2004,19.00.00,3.3,1066.0,-200.0,10.7
10/06/2004,20.00.00,4.7,1290.0,-200.0,23.6
25/03/2004,00.00.00,1.3,997.0,81.0,4.5
12/10/2004,11.00.00,-200.0,962.0,-200.0,8.3
02/04/2005,21.00.00,0.8,885.0,-200.0,1.8
05/08/2004,19.00.00,-200.0,1124.0,-200.0,10.2
20/02/2005,19.00.00,1.1,1016.0,-200.0,2.9
20/09/2004,03.00.00,0.6,819.0,-200.0,2.2
10/11/2004,12.00.00,1.4,973.0,-200.0,6.8
02/03/2005,09.00.00,2.8,1100.0,-200.0,12.4
14/06/2004,07.00.00,1.5,973.0,-200.0,7.0
28/03/2004,06.00.00,1.1,983.0,63.0,3.6
20/04/2004,10.00.00,-200.0,1348.0,-200.0,17.1
18/08/2004,22.00.00,1.4,1029.0,-200.0,6.1
15/11/2004,21.00.00,2.4,904.0,-200.0,8.6
11/12/2004,16.00.00,1.8,974.0,-200.0,7.8
27/12/2004,00.00.00,2.3,1178.0,-200.0,7.4
05/02/2005,03.00.00,1.6,1105.0,-200.0,6.4
13/08/2004,06.00.00,0.8,940.0,-200.0,4.0
30/08/2004,12.00.00,-200.0,1084.0,-200.0,10.1
25/07/2004,02.00.00,0.7,941.0,-200.0,3.6
01/05/2004,12.00.00,2.0,1110.0,-200.0,9.2
25/05/2004,06.00.00,0.2,798.0,-200.0,2.6
15/11/2004,09.00.00,2.4,925.0,-200.0,8.6
19/03/2005,12.00.00,2.2,1242.0,-200.0,8.9
15/01/2005,14.00.00,4.4,1355.0,-200.0,18.1
17/08/2004,20.00.00,-200.0,1029.0,-200.0,7.5
16/06/2004,02.00.00,0.8,872.0,-200.0,4.0
15/08/2004,15.00.00,0.4,738.0,-200.0,2.4
27/06/2004,08.00.00,1.0,966.0,-200.0,6.2
09/07/2004,22.00.00,1.5,1049.0,-200.0,9.5
19/03/2005,16.00.00,2.1,1233.0,-200.0,8.7
25/09/2004,23.00.00,2.8,1126.0,-200.0,13.8
07/02/2005,09.00.00,2.8,1161.0,-200.0,10.5
18/08/2004,18.00.00,1.5,1042.0,-200.0,8.9
11/01/2005,22.00.00,3.4,1415.0,-200.0,16.6
31/10/2004,00.00.00,2.0,1076.0,-200.0,7.9
26/12/2004,05.00.00,0.4,855.0,-200.0,0.8
12/10/2004,14.00.00,-200.0,929.0,-200.0,7.4
21/04/2004,15.00.00,-200.0,1053.0,-200.0,9.3
29/06/2004,15.00.00,2.5,1226.0,-200.0,15.3
31/08/2004,09.00.00,-200.0,1209.0,-200.0,16.1
09/03/2005,21.00.00,5.5,1510.0,-200.0,20.0
14/09/2004,20.00.00,-200.0,1071.0,-200.0,6.7
14/08/2004,14.00.00,0.7,831.0,-200.0,3.4
19/09/2004,00.00.00,2.2,1149.0,-200.0,10.5
10/05/2004,16.00.00,2.1,1098.0,-200.0,14.2
30/09/2004,04.00.00,-200.0,879.0,-200.0,2.4
19/09/2004,22.00.00,1.7,1077.0,-200.0,8.5
26/03/2005,06.00.00,0.1,1121.0,-200.0,4.9
10/09/2004,08.00.00,4.1,1417.0,-200.0,28.3
10/08/2004,12.00.00,1.5,1048.0,-200.0,9.2
30/06/2004,17.00.00,4.2,1388.0,-200.0,24.5
09/03/2005,22.00.00,2.0,1165.0,-200.0,7.3
14/11/2004,17.00.00,0.7,795.0,-200.0,1.8
27/03/2004,18.00.00,2.7,1210.0,219.0,12.4
22/08/2004,06.00.00,-200.0,791.0,-200.0,2.8
04/03/2005,00.00.00,2.3,1213.0,-200.0,7.5
13/08/2004,20.00.00,1.1,919.0,-200.0,5.7
22/01/2005,18.00.00,0.1,987.0,-200.0,8.6
06/10/2004,11.00.00,-200.0,1392.0,-200.0,17.7
20/06/2004,13.00.00,0.6,-200.0,-200.0,-200.0
23/06/2004,04.00.00,-200.0,768.0,-200.0,2.1
09/04/2004,23.00.00,2.3,1176.0,169.0,8.4
29/11/2004,01.00.00,2.3,1146.0,-200.0,8.0
20/03/2005,10.00.00,1.5,1144.0,-200.0,6.2
18/07/2004,06.00.00,0.7,935.0,-200.0,4.1
20/06/2004,20.00.00,1.6,-200.0,-200.0,-200.0
16/08/2004,00.00.00,0.7,841.0,-200.0,4.0
29/10/2004,22.00.00,1.7,1020.0,-200.0,7.3
21/03/2004,13.00.00,1.9,1239.0,-200.0,6.8
17/01/2005,01.00.00,1.2,894.0,-200.0,3.5
11/01/2005,01.00.00,1.5,1114.0,-200.0,4.9
04/01/2005,05.00.00,0.8,-200.0,-200.0,-200.0
15/12/2004,19.00.00,3.6,-200.0,-200.0,-200.0
24/09/2004,20.00.00,2.0,985.0,-200.0,5.8
16/06/2004,21.00.00,2.5,1075.0,-200.0,12.9
14/03/2004,21.00.00,3.4,1560.0,214.0,14.7
24/01/2005,05.00.00,0.3,791.0,-200.0,0.6
14/03/2004,11.00.00,2.8,1445.0,148.0,10.9
07/05/2004,06.00.00,1.5,972.0,-200.0,7.5
07/11/2004,21.00.00,2.3,1001.0,-200.0,11.4
13/08/2004,03.00.00,0.4,810.0,-200.0,1.5
08/11/2004,15.00.00,1.7,897.0,-200.0,7.8
04/02/2005,17.00.00,1.9,1079.0,-200.0,8.8
07/02/2005,13.00.00,1.6,981.0,-200.0,6.2
09/07/2004,08.00.00,2.7,1179.0,-200.0,15.1
17/01/2005,20.00.00,3.6,1256.0,-200.0,16.7
27/10/2004,17.00.00,2.4,1150.0,-200.0,15.8
10/08/2004,20.00.00,1.7,1136.0,-200.0,9.7
25/06/2004,23.00.00,2.3,1013.0,-200.0,11.7
27/09/2004,03.00.00,0.6,803.0,-200.0,2.9
26/03/2004,19.00.00,2.7,1168.0,267.0,12.4
15/09/2004,05.00.00,-200.0,940.0,-200.0,4.0
12/07/2004,17.00.00,3.1,1073.0,-200.0,14.0
27/02/2005,16.00.00,1.1,904.0,-200.0,2.3
13/05/2004,02.00.00,0.6,859.0,-200.0,2.5
07/11/2004,07.00.00,0.4,752.0,-200.0,1.2
11/11/2004,18.00.00,3.9,1201.0,-200.0,16.5
22/08/2004,01.00.00,-200.0,907.0,-200.0,6.4
26/03/2004,06.00.00,0.9,1005.0,64.0,4.0
17/11/2004,12.00.00,3.2,1248.0,-200.0,14.4
27/05/2004,05.00.00,-200.0,882.0,-200.0,4.1
28/11/2004,13.00.00,2.7,1184.0,-200.0,9.4
16/07/2004,15.00.00,1.6,986.0,-200.0,8.9
24/03/2004,06.00.00,0.8,954.0,32.0,1.7
15/09/2004,02.00.00,-200.0,908.0,-200.0,3.1
05/09/2004,03.00.00,0.9,898.0,-200.0,4.2
02/04/2004,18.00.00,4.5,1491.0,721.0,23.3
11/11/2004,13.00.00,2.8,1150.0,-200.0,13.6
29/01/2005,05.00.00,0.5,766.0,-200.0,0.5
04/09/2004,15.00.00,1.6,1029.0,-200.0,8.3
06/03/2005,15.00.00,3.0,1104.0,-200.0,13.3
02/10/2004,04.00.00,-200.0,994.0,-200.0,4.0
27/03/2004,04.00.00,-200.0,983.0,48.0,3.8
14/04/2004,00.00.00,1.1,1047.0,74.0,4.9
30/03/2005,08.00.00,2.9,1263.0,-200.0,14.7
04/01/2005,00.00.00,1.3,-200.0,-200.0,-200.0
20/04/2004,09.00.00,-200.0,1365.0,-200.0,20.1
20/08/2004,15.00.00,-200.0,912.0,-200.0,3.3
01/06/2004,15.00.00,1.5,1167.0,-200.0,12.4
25/07/2004,19.00.00,1.6,1048.0,-200.0,6.3
30/09/2004,16.00.00,3.9,1505.0,-200.0,23.4
26/04/2004,07.00.00,1.9,1053.0,155.0,7.5
01/08/2004,20.00.00,1.5,1088.0,-200.0,9.2
04/04/2005,08.00.00,5.0,1446.0,-200.0,22.4
19/10/2004,07.00.00,-200.0,1367.0,-200.0,21.7
02/01/2005,02.00.00,1.3,992.0,-200.0,3.6
07/06/2004,10.00.00,2.9,1075.0,-200.0,17.4
10/08/2004,17.00.00,1.8,1082.0,-200.0,9.7
04/12/2004,00.00.00,3.5,1257.0,-200.0,13.7
01/01/2005,00.00.00,-200.0,1046.0,-200.0,4.2
24/03/2004,17.00.00,2.8,1353.0,320.0,13.4
21/05/2004,08.00.00,4.8,1522.0,-200.0,28.2
24/07/2004,14.00.00,0.8,960.0,-200.0,3.4
11/09/2004,01.00.00,-200.0,968.0,-200.0,6.2
12/05/2004,05.00.00,0.8,967.0,-200.0,4.7
24/06/2004,19.00.00,3.0,1190.0,-200.0,15.9
10/06/2004,11.00.00,2.4,1152.0,-200.0,13.6
02/06/2004,23.00.00,-200.0,963.0,-200.0,6.9
23/04/2004,00.00.00,-200.0,1119.0,-200.0,10.0
18/09/2004,00.00.00,1.4,936.0,-200.0,6.7
17/04/2004,01.00.00,2.2,1134.0,111.0,7.1
23/01/2005,14.00.00,-200.0,1110.0,-200.0,7.9
22/09/2004,02.00.00,0.6,812.0,-200.0,2.4
08/11/2004,19.00.00,6.6,1303.0,-200.0,28.9
10/07/2004,07.00.00,0.9,958.0,-200.0,5.9
09/06/2004,16.00.00,2.0,1052.0,-200.0,11.1
17/04/2004,17.00.00,-200.0,970.0,-200.0,5.0
27/01/2005,08.00.00,1.9,1038.0,-200.0,6.6
11/07/2004,08.00.00,0.3,850.0,-200.0,3.1
26/03/2005,08.00.00,1.7,1248.0,-200.0,9.0
08/01/2005,22.00.00,2.4,1198.0,-200.0,9.1
29/03/2004,06.00.00,0.9,946.0,40.0,2.9
04/04/2004,15.00.00,-200.0,1296.0,-200.0,10.0
03/04/2005,16.00.00,1.3,968.0,-200.0,6.3
18/12/2004,02.00.00,1.4,1086.0,-200.0,5.1
13/06/2004,01.00.00,1.0,972.0,-200.0,5.8
05/04/2004,17.00.00,3.2,1457.0,458.0,16.3
04/04/2004,23.00.00,-200.0,1188.0,-200.0,6.4
29/11/2004,07.00.00,2.0,1129.0,-200.0,9.8
13/10/2004,03.00.00,-200.0,704.0,-200.0,0.5
23/02/2005,16.00.00,2.3,1140.0,-200.0,9.2
23/07/2004,05.00.00,0.8,973.0,-200.0,5.8
03/11/2004,23.00.00,2.7,1187.0,-200.0,14.2
03/12/2004,18.00.00,5.1,1482.0,-200.0,24.0
15/03/2004,06.00.00,1.4,1157.0,51.0,6.4
18/04/2004,05.00.00,-200.0,892.0,-200.0,1.9
30/07/2004,17.00.00,-200.0,1118.0,-200.0,13.0
06/01/2005,15.00.00,1.5,1120.0,-200.0,6.4
08/04/2004,11.00.00,2.4,1223.0,308.0,12.7
23/03/2004,17.00.00,3.0,1225.0,276.0,13.8
15/05/2004,05.00.00,0.5,839.0,-200.0,2.8
11/10/2004,08.00.00,3.5,1326.0,-200.0,24.5
18/11/2004,15.00.00,3.1,1321.0,-200.0,15.9
26/03/2004,20.00.00,2.6,1140.0,261.0,10.6
19/01/2005,20.00.00,2.3,1061.0,-200.0,9.6
02/08/2004,01.00.00,1.2,986.0,-200.0,5.0
05/02/2005,21.00.00,1.4,1010.0,-200.0,5.8
25/04/2004,08.00.00,0.6,833.0,40.0,1.6
27/03/2004,07.00.00,1.1,976.0,42.0,3.3
15/07/2004,20.00.00,4.8,1223.0,-200.0,23.8
27/05/2004,19.00.00,-200.0,1236.0,-200.0,20.3
22/08/2004,10.00.00,-200.0,941.0,-200.0,5.8
05/04/2004,07.00.00,-200.0,1415.0,-200.0,13.2
05/01/2005,00.00.00,1.7,-200.0,-200.0,-200.0
03/03/2005,17.00.00,1.9,1216.0,-200.0,7.5
16/02/2005,08.00.00,3.6,1363.0,-200.0,16.1
16/06/2004,20.00.00,3.5,1173.0,-200.0,17.2
06/08/2004,19.00.00,2.6,1129.0,-200.0,14.6
29/06/2004,06.00.00,0.7,956.0,-200.0,5.4
19/03/2004,13.00.00,3.0,1304.0,-200.0,15.3
17/05/2004,19.00.00,3.4,1215.0,-200.0,17.8
07/10/2004,03.00.00,-200.0,930.0,-200.0,3.1
15/02/2005,10.00.00,1.6,974.0,-200.0,5.3
22/09/2004,17.00.00,5.0,1424.0,-200.0,27.3
17/06/2004,19.00.00,3.3,1131.0,-200.0,16.5
26/02/2005,05.00.00,1.3,942.0,-200.0,3.6
05/02/2005,17.00.00,0.9,900.0,-200.0,3.1
01/07/2004,07.00.00,2.4,1225.0,-200.0,17.1
07/10/2004,01.00.00,-200.0,1002.0,-200.0,5.0
09/05/2004,14.00.00,-200.0,1035.0,-200.0,4.8
05/01/2005,15.00.00,2.6,1288.0,-200.0,13.9
04/11/2004,16.00.00,-200.0,1530.0,-200.0,24.8
07/07/2004,18.00.00,4.3,1348.0,-200.0,21.8
26/10/2004,21.00.00,2.1,1076.0,-200.0,9.8
17/05/2004,01.00.00,0.9,835.0,-200.0,3.7
25/11/2004,05.00.00,2.2,1053.0,-200.0,9.4
04/05/2004,13.00.00,2.3,1131.0,-200.0,12.3
24/04/2004,23.00.00,1.3,1004.0,71.0,3.2
26/06/2004,08.00.00,2.2,1090.0,-200.0,12.4
12/11/2004,16.00.00,2.2,1077.0,-200.0,9.8
25/10/2004,22.00.00,3.5,1313.0,-200.0,19.6
11/12/2004,19.00.00,2.0,979.0,-200.0,9.2
25/06/2004,13.00.00,1.9,1014.0,-200.0,9.8
15/04/2004,21.00.00,4.6,1607.0,660.0,19.8
18/12/2004,21.00.00,4.4,1133.0,-200.0,17.2
05/01/2005,10.00.00,4.8,1585.0,-200.0,19.3
28/02/2005,10.00.00,1.0,839.0,-200.0,2.3
07/04/2004,05.00.00,0.3,824.0,32.0,0.8
03/02/2005,09.00.00,5.6,1544.0,-200.0,29.1
07/08/2004,10.00.00,1.9,1058.0,-200.0,10.9
26/01/2005,17.00.00,0.3,916.0,-200.0,4.2
12/04/2004,09.00.00,0.8,975.0,38.0,2.2
02/11/2004,03.00.00,0.7,825.0,-200.0,3.1
31/08/2004,17.00.00,2.0,1093.0,-200.0,10.1
21/09/2004,08.00.00,7.3,1587.0,-200.0,41.2
20/03/2005,05.00.00,0.8,985.0,-200.0,2.4
25/01/2005,19.00.00,1.0,984.0,-200.0,5.8
17/08/2004,18.00.00,-200.0,925.0,-200.0,4.2
20/05/2004,05.00.00,0.3,925.0,-200.0,2.3
05/02/2005,06.00.00,0.9,1047.0,-200.0,5.6
02/11/2004,09.00.00,4.4,1296.0,-200.0,25.2
14/05/2004,04.00.00,-200.0,988.0,-200.0,6.1
02/03/2005,22.00.00,1.6,1070.0,-200.0,6.2
21/11/2004,18.00.00,2.4,1197.0,-200.0,10.9
16/12/2004,07.00.00,1.6,-200.0,-200.0,-200.0
19/01/2005,08.00.00,0.7,1098.0,-200.0,7.6
05/06/2004,08.00.00,1.5,983.0,-200.0,8.0
23/11/2004,20.00.00,11.5,1918.0,-200.0,49.4
20/03/2005,15.00.00,0.9,1060.0,-200.0,3.6
10/11/2004,19.00.00,3.7,1156.0,-200.0,17.0
24/03/2004,13.00.00,1.7,1118.0,144.0,8.7
09/01/2005,01.00.00,1.6,1093.0,-200.0,5.5
11/01/2005,14.00.00,3.6,1401.0,-200.0,18.8
30/05/2004,19.00.00,1.1,990.0,-200.0,8.8
27/08/2004,10.00.00,2.2,-200.0,-200.0,-200.0
03/06/2004,16.00.00,-200.0,914.0,-200.0,11.0
25/04/2004,05.00.00,0.3,763.0,20.0,0.7
26/08/2004,11.00.00,1.4,-200.0,-200.0,-200.0
16/03/2004,04.00.00,-200.0,941.0,25.0,2.6
21/03/2005,17.00.00,2.6,1288.0,-200.0,12.4
17/08/2004,13.00.00,-200.0,978.0,-200.0,6.6
24/10/2004,04.00.00,-200.0,1035.0,-200.0,7.0
02/03/2005,01.00.00,0.8,765.0,-200.0,1.5
16/11/2004,03.00.00,0.6,737.0,-200.0,0.9
18/11/2004,01.00.00,2.2,999.0,-200.0,5.1
03/10/2004,16.00.00,-200.0,1133.0,-200.0,6.2
02/07/2004,00.00.00,2.3,1171.0,-200.0,13.3
20/10/2004,14.00.00,-200.0,1589.0,-200.0,24.6
31/10/2004,19.00.00,4.7,1464.0,-200.0,22.4
23/04/2004,22.00.00,2.2,1294.0,208.0,13.0
12/10/2004,18.00.00,-200.0,1037.0,-200.0,12.1
07/09/2004,00.00.00,1.2,966.0,-200.0,5.2
16/07/2004,05.00.00,0.6,819.0,-200.0,3.4
29/11/2004,05.00.00,1.3,987.0,-200.0,4.9
11/02/2005,15.00.00,6.1,-200.0,-200.0,-200.0
02/11/2004,21.00.00,5.9,1461.0,-200.0,29.1
11/06/2004,01.00.00,1.1,919.0,-200.0,7.5
22/03/2005,20.00.00,5.8,1476.0,-200.0,20.4
25/03/2004,01.00.00,1.0,970.0,52.0,2.5
04/04/2004,18.00.00,-200.0,1258.0,-200.0,10.0
18/06/2004,18.00.00,2.9,1091.0,-200.0,16.7
18/01/2005,12.00.00,4.4,1488.0,-200.0,21.4
27/03/2005,02.00.00,1.0,1008.0,-200.0,3.3
02/01/2005,08.00.00,1.2,954.0,-200.0,3.4
30/05/2004,21.00.00,1.5,997.0,-200.0,9.8
06/02/2005,11.00.00,2.0,1065.0,-200.0,6.7
06/09/2004,22.00.00,1.3,949.0,-200.0,5.8
19/08/2004,16.00.00,1.2,1022.0,-200.0,6.8
15/11/2004,16.00.00,1.7,891.0,-200.0,7.8
10/02/2005,00.00.00,2.0,-200.0,-200.0,-200.0
06/10/2004,05.00.00,-200.0,917.0,-200.0,3.6
07/01/2005,08.00.00,1.7,1102.0,-200.0,7.6
07/10/2004,17.00.00,5.4,1623.0,-200.0,28.8
01/08/2004,17.00.00,0.9,912.0,-200.0,5.3
29/09/2004,20.00.00,4.7,1339.0,-200.0,22.8
18/03/2004,18.00.00,3.7,1513.0,-200.0,21.5
05/05/2004,06.00.00,1.3,1060.0,-200.0,6.9
30/12/2004,18.00.00,-200.0,994.0,-200.0,8.1
26/01/2005,09.00.00,0.6,913.0,-200.0,4.4
04/11/2004,09.00.00,3.6,1384.0,-200.0,23.3
06/08/2004,18.00.00,2.1,1100.0,-200.0,11.7
11/03/2005,12.00.00,1.0,1203.0,-200.0,9.3
04/04/2005,05.00.00,0.5,888.0,-200.0,1.3
12/03/2004,10.00.00,3.1,1350.0,208.0,14.0
09/11/2004,09.00.00,-200.0,1239.0,-200.0,22.8
14/03/2004,13.00.00,2.0,1281.0,93.0,7.5
06/11/2004,07.00.00,1.1,1002.0,-200.0,6.3
03/02/2005,10.00.00,4.9,1429.0,-200.0,20.7
22/02/2005,09.00.00,5.4,1501.0,-200.0,24.0
04/11/2004,07.00.00,0.8,908.0,-200.0,5.1
08/01/2005,09.00.00,3.4,1325.0,-200.0,14.7
13/12/2004,15.00.00,4.4,1590.0,-200.0,28.0
05/11/2004,01.00.00,1.8,1091.0,-200.0,9.2
26/03/2005,02.00.00,1.5,1205.0,-200.0,7.2
06/02/2005,05.00.00,0.8,854.0,-200.0,1.8
15/10/2004,10.00.00,-200.0,1265.0,-200.0,17.4
05/04/2004,11.00.00,3.0,1430.0,339.0,13.7
05/12/2004,22.00.00,1.0,873.0,-200.0,2.8
10/03/2005,16.00.00,1.8,962.0,-200.0,5.9
24/04/2004,01.00.00,2.6,1349.0,251.0,13.4
28/09/2004,13.00.00,4.1,1220.0,-200.0,21.7
03/12/2004,11.00.00,3.6,1290.0,-200.0,13.0
13/02/2005,11.00.00,3.3,1488.0,-200.0,11.2
02/06/2004,10.00.00,-200.0,1054.0,-200.0,8.9
08/02/2005,16.00.00,1.5,942.0,-200.0,4.4
11/07/2004,09.00.00,0.6,884.0,-200.0,4.0
08/05/2004,12.00.00,-200.0,1213.0,-200.0,11.1
17/05/2004,14.00.00,1.5,985.0,-200.0,8.5
15/02/2005,21.00.00,3.1,1155.0,-200.0,11.6
31/03/2005,07.00.00,4.0,1531.0,-200.0,23.6
21/08/2004,04.00.00,-200.0,792.0,-200.0,2.2
